label,x0,y0,w,h,name,img_shape_x,img_shape_y
heart,102,62,65,98,7ae347da-a4b0-4e3c-979e-33a509e40649,224,224
heart,102,60,76,78,9754ac53-b95c-447a-a3a0-0d57f92ced88,224,224
heart,103,72,65,102,d71604a3-0d68-43cd-9a22-44b4202537f6,224,224
heart,93,73,87,98,53b79b14-305c-41ac-889c-eed894b86e2d,224,224
heart,91,57,72,67,88d29b61-2730-4f6f-98bb-4ce5e5de3b24,224,224
heart,86,59,64,90,d9d7d467-d727-4ab7-9df1-53cebad56ccf,224,224
heart,107,63,80,71,568fdf74-7b00-4755-9185-6e89b197170f,224,224
heart,88,67,76,104,4c52f9c5-6ce0-4e28-ae5d-ddb37f374f31,224,224
heart,109,65,87,84,8263fd36-1344-4daa-8783-35c639ea5a9c,224,224
heart,110,62,76,70,c4057b1c-85cb-4c46-b395-faf6c2cd95a2,224,224
heart,99,78,64,67,d9a39790-2119-4411-a2b8-a447510d1304,224,224
heart,94,78,85,97,aaef0613-d604-42d9-a13e-dd6f146b15cc,224,224
heart,102,80,83,103,9c0012d7-2360-442b-9eeb-19eb2edf3320,224,224
heart,94,41,56,123,b242cdd9-b9cc-45ad-b6dd-b30290307e0b,224,224
heart,86,71,93,104,0f4b80b6-fd39-451f-aebf-7cdb1b655c0b,224,224
heart,107,57,80,109,cf20ff0f-d183-4768-a899-c995889ccf99,224,224
heart,107,79,66,79,88c919c9-5a1f-4987-b7e3-ca3bcc27911b,224,224
heart,78,81,80,104,540ea76a-82ba-45cf-9362-8cb977cafb87,224,224
heart,86,52,71,108,831d8a07-1024-42a3-af2c-181144351cab,224,224
heart,87,58,77,116,4f843afa-f88f-4a85-8365-87ab781fae79,224,224
heart,94,75,84,103,bd7eeff5-2546-40e6-aae5-fb8826bbeda5,224,224
heart,85,65,89,98,aa924318-4d02-4184-94a5-a4017ab229ef,224,224
heart,94,67,87,101,cb69424a-565c-4b47-9f54-18f67d7a6531,224,224
heart,85,68,84,86,2db71952-47f3-455b-aed2-675ec9113cf3,224,224
heart,94,60,65,71,b6f8ef19-5d1c-4b9c-8c3a-e9afbf1f863c,224,224
heart,80,76,86,102,cccea159-6c12-453f-9d6d-a1a5ea716d5f,224,224
heart,80,67,70,78,a44fc6f5-aaf0-46d4-804c-e23c577d7704,224,224
heart,99,54,67,77,8eaeee41-1a47-4c85-aa39-b9afdb767970,224,224
heart,102,72,59,102,5192950c-8689-4f83-8332-61795886c654,224,224
heart,89,81,83,95,f14a89e5-643f-403b-9147-88eabb3af0a5,224,224
heart,94,53,60,89,9e4f11c9-edcf-48bb-adce-0b06d7ddda3d,224,224
heart,98,67,71,88,29991625-4807-479a-b5eb-fa1b3a4b5c0f,224,224
heart,87,72,69,99,438090bc-eafe-448f-99de-33a5929cd44e,224,224
heart,98,56,87,113,78fe9142-9b8a-4200-9b2d-129a4e30e7ec,224,224
heart,93,63,74,84,322bc6ed-ee75-441f-b390-8cebf1f1fb82,224,224
heart,100,59,82,111,2c8ab018-e6dd-43d4-9a78-a6ebc16c394e,224,224
heart,82,69,98,108,220244af-7a1e-41fb-980f-3497be7ce13f,224,224
heart,94,62,84,95,8d05952d-6a24-4633-9fdc-ed5227500c41,224,224
heart,86,68,74,76,5f81b127-8dfa-4499-ba57-93c229cc44f4,224,224
heart,70,52,85,87,5bcdcaca-248f-44e3-bd75-da2bee9287ef,224,224
heart,91,66,86,73,a4dc58a9-5497-4357-93e7-9ea129005134,224,224
heart,92,73,67,102,487fa774-01cd-460c-8a32-8382f995c2e5,224,224
heart,85,89,97,103,4986ae7e-9aa0-4aba-97cd-771ced0551e6,224,224
heart,91,55,78,89,52afc9f7-97f4-4fa4-9553-674213fcb1b8,224,224
heart,59,74,78,89,e56fe4ee-79d2-4627-ab35-d209e197440b,224,224
heart,80,49,91,116,613c77d2-a131-4460-a1c2-0e7f3c2c948a,224,224
heart,95,38,69,89,758500d2-343d-4407-b5b4-8fd6b712998c,224,224
heart,81,97,77,78,69c8aa8b-5351-4a2e-a97c-c75e9964f06e,224,224
heart,92,73,76,107,c1d32bfe-9f53-4c13-b464-58dae483352d,224,224
heart,99,76,88,97,d8e96e2f-2f69-4695-8b3e-cff938540d4f,224,224
heart,94,69,85,103,4ed11702-bf09-4d93-abf0-da79a87a7a35,224,224
heart,94,65,85,99,14ba7fdd-0279-4a71-a0ba-b638548684eb,224,224
heart,106,50,80,104,6bd06739-0335-492e-bce8-e2c3ec1706b2,224,224
heart,70,112,103,84,de6e6646-762e-497b-b798-05b74617c5f6,224,224
heart,89,85,85,84,5f65b816-264b-490f-80d0-2435184d47ff,224,224
heart,81,59,96,101,75613ab8-ec5e-43d2-bee5-8f944d08d793,224,224
heart,73,54,99,98,582eabe9-86dd-45ea-958c-f53068114db2,224,224
heart,82,50,99,81,59a8eb0a-4b25-4b69-a280-2b4a741a6456,224,224
heart,92,70,82,93,a82df6fe-4858-4aeb-a155-baf7489e9cd6,224,224
heart,79,61,92,108,d22ba9ce-bab2-489e-90d9-f13c1195aeac,224,224
heart,100,75,83,111,78d2518f-eeb8-4234-ab5a-6f41e02b5692,224,224
heart,94,79,69,123,2b0fe1f0-e5e8-41b1-8d57-270cc19c5961,224,224
heart,98,47,59,82,6fa64f88-7577-402b-a184-81bd235babfe,224,224
heart,91,85,100,104,6088923d-3eaf-4988-8d8c-6a6012c4b376,224,224
heart,96,65,69,101,0295573e-1bbe-4f14-83c2-32449fa79f10,224,224
heart,95,58,91,74,ef7badd9-6de6-436c-ac89-d77e4cced196,224,224
heart,84,82,76,77,b6842ff1-c65d-4d13-af2e-57b005c9d389,224,224
heart,93,64,63,95,33d0cdc3-7f8b-4d34-a81a-297f340136a4,224,224
heart,95,55,76,98,429fb0ce-b3ec-456d-821e-49969d2c54a0,224,224
heart,85,64,92,97,f0378ec7-17bb-401f-9c5b-851df929fe3a,224,224
heart,98,64,84,98,0004cfab-14fd-4e49-80ba-63a80b6bddd6,224,224
heart,73,51,108,84,e26c3236-5c80-454d-a3fa-6d5c752b29d6,224,224
heart,98,43,93,87,54ad8afd-1544-4c23-8655-ff80a48344ad,224,224
heart,82,60,95,99,f36259c8-6751-4c6f-b9d4-44fd4f86e61b,224,224
heart,97,68,76,71,5f1fbd07-b129-44a8-829b-32fcd98fab1a,224,224
heart,95,62,73,85,a4db5dbe-f9c4-457a-9cf8-051502dfdff4,224,224
heart,90,60,71,87,3811df6f-1111-4ee5-9565-f0fc197981f8,224,224
heart,88,63,63,71,45d322eb-1062-481e-b19b-701cfc9f097e,224,224
heart,75,71,74,91,caa8b9fe-ab6b-49d6-9897-d46833013c6b,224,224
heart,88,52,76,81,395add1e-0bf4-4466-830c-84feba17710e,224,224
heart,88,91,92,95,ad89c9de-3e31-4bc8-b8d3-757a76d64af3,224,224
heart,92,89,69,80,772466fc-4641-4296-bd8e-e48246540f5b,224,224
heart,92,84,97,92,0986f27b-74ed-4bc7-9595-e40b345cb161,224,224
heart,96,108,78,100,02bc87cb-6660-4faa-97e4-4de01cb640a4,224,224
heart,77,66,89,116,db38a091-c7af-4ef4-a94a-cf2a87e11ea4,224,224
heart,125,113,71,82,1552da4f-04de-4c70-8c82-b5e3b8012b93,224,224
heart,88,61,81,92,b53882f6-4710-45d7-a0e0-335fb9c522a5,224,224
heart,99,56,71,87,d087313c-79ac-4c84-bfac-6336cd858edc,224,224
heart,90,67,83,79,60adf502-565f-48b6-bf71-2aac865992e6,224,224
heart,91,67,92,96,e26cf6fb-62dd-4079-88c5-9ef5af285e8e,224,224
heart,66,88,82,90,5b42824b-8785-42be-a8d7-2b12f0de0d14,224,224
heart,89,66,76,97,280bb7b4-408c-46c4-b0e8-a681722421c9,224,224
heart,104,56,91,84,73a993d6-3f86-447d-bfb8-9dbf87be0a66,224,224
heart,91,61,80,103,f31d1fb1-604b-4fec-b320-f07ce2694008,224,224
heart,84,69,74,90,f87218ff-28fe-4eec-a67e-ab234171efad,224,224
heart,105,82,62,90,6174e549-615d-45da-9b32-150b0a5a6bf3,224,224
heart,85,65,92,90,cba75100-b006-4542-9e15-d16a73287cc4,224,224
heart,104,68,70,118,6a45ca02-9492-44bb-9505-57e8db7a651e,224,224
heart,83,65,74,101,ba103826-f57d-4924-86aa-da8a9fc196b4,224,224
heart,85,58,97,84,fa96b6c0-2ae5-40e8-9dca-5fe96cb9fa7a,224,224
heart,98,48,68,96,6cdfa366-85ba-4bb5-a621-87712ae47c32,224,224
heart,90,53,98,99,56211c89-bc1c-4a1a-856d-011996c6eed2,224,224
heart,83,43,105,104,d8e66874-305e-4c80-9b75-5e764eb718ff,224,224
heart,86,82,62,108,a9ed6265-89ba-4c5d-89f4-7df3ca2bf2fc,224,224
heart,85,66,74,97,f627cd4f-39f4-4b3f-8729-1dfad8fce3fb,224,224
heart,73,54,61,132,4c49b00e-e7e7-4deb-9097-5db5e3804585,224,224
heart,102,60,74,105,e6470eff-64ed-4d89-ba6c-ed03eeb711ca,224,224
heart,97,67,81,113,60eee555-e0bf-4165-a923-692642dea48f,224,224
heart,98,66,86,98,b37165c7-7ab1-4101-a755-49dd95eb6766,224,224
heart,84,67,101,107,55aecc46-edd1-4b5d-a6f4-53673ac67072,224,224
heart,94,63,73,99,8410625e-a27d-4826-b3fc-6f72cf25a9e4,224,224
heart,87,53,96,112,3f189f11-c1f4-47a9-a1b0-886fb7344bc1,224,224
heart,83,65,87,100,ff7f3397-73b7-4601-9447-cb6261fcb51d,224,224
heart,87,76,86,87,96cd8d5a-06ba-4229-9ecd-d6eab12eb19e,224,224
heart,88,60,82,80,518c6313-7d9c-4b30-8100-38813a8095c0,224,224
heart,92,63,71,90,f47b9425-6f76-404c-b15b-4efcdbc66a56,224,224
heart,94,78,89,82,d8509499-477d-491a-9398-5853ef52296e,224,224
heart,89,79,80,92,999e9144-e7f0-4898-903f-dd0d20296c73,224,224
heart,78,62,75,116,4f204cb1-cc3e-44fa-921b-317f31b474f1,224,224
heart,82,64,84,119,bf0d5b47-c5e0-41ad-8c1a-e9ac6dab9ff9,224,224
heart,87,73,73,105,db71b2fa-5be8-47c3-a5ae-41f5211edc5d,224,224
heart,87,67,72,93,5b467d19-e4e4-4864-a2d8-33fb53d11342,224,224
heart,100,65,62,126,4f77a313-564d-441c-804f-503090b241e1,224,224
heart,105,93,88,104,ecca50bd-8b93-4abd-82c4-76db7bc980dc,224,224
heart,97,54,89,113,e6722c12-2875-4795-b377-badc4514d224,224,224
heart,77,60,82,120,862356dc-cd01-4bc5-8667-6cd359c00003,224,224
heart,93,43,78,98,51bd3238-9425-41ec-9919-79aa2b32e724,224,224
heart,98,51,95,111,f4c5713a-67b9-4163-9b2c-ea6337384f17,224,224
heart,78,54,72,69,5ba9f6a7-9f57-40f8-9168-1bb1841e65ff,224,224
heart,85,54,91,74,719dd825-dd41-46f9-a59c-7385d4576196,224,224
heart,92,62,59,108,d9794391-c932-401c-a91c-e7c23d2d9ed9,224,224
heart,98,55,69,114,4d67f8f8-2b08-466a-803f-6e70743b30e4,224,224
heart,76,51,91,59,3be3e148-e972-460b-afc5-95c976fd1e06,224,224
heart,92,69,69,95,ba33ab18-a3ff-4dd5-9aef-94e7f632dbc5,224,224
heart,86,75,99,92,1709e1fe-b49b-4120-b00a-e814a8bf7417,224,224
heart,100,61,78,99,5a5ca5cf-9497-4112-a8e6-6090bf7f5dcb,224,224
heart,76,79,91,108,ea16c1f4-0637-4099-a2f3-267796df41fa,224,224
heart,66,3,96,117,98c287b7-8d2e-4fd9-85b1-4895c2d20ba0,224,224
heart,91,74,84,116,46a684b6-d62e-4d60-a053-af6a53578f07,224,224
heart,75,51,90,86,320e8587-ab3c-47d0-9a89-fcc2f5cb5c95,224,224
heart,92,60,68,105,0025d2de-bd78-4d36-9f72-e15a5e22ca82,224,224
heart,78,64,98,89,7ed72508-4582-4d16-8df2-724ba106e692,224,224
heart,90,73,87,88,a1c1a92c-fe13-4c64-81f8-1482e18c5a49,224,224
heart,107,66,79,115,1feec494-6f00-4ddd-ac00-c4a5b5792e8b,224,224
heart,99,70,72,78,e4b00406-3cbc-4b70-afaf-9d3d312038bb,224,224
heart,75,60,89,76,cee7adc5-7a3d-4f2b-bd2e-f633d201261a,224,224
heart,79,65,93,108,f5ba9b65-ab27-4b62-a451-bd60c45f9203,224,224
heart,85,57,79,88,5a5d64d7-500c-46bd-9111-ee5825d84485,224,224
heart,90,50,86,92,37054795-a17e-43af-8b4b-254015c67af5,224,224
heart,96,58,67,88,36cdebad-ee74-4e4b-809a-d4e89220ab7c,224,224
heart,91,62,71,54,a6b939a7-1734-425c-a4a5-0ad0422cb932,224,224
heart,93,96,89,106,a1521491-7bcd-41b7-8bec-bed7070faf0f,224,224
heart,91,66,85,90,c866e365-7674-4166-943a-ca2016026c02,224,224
heart,87,70,90,97,96ae3a17-271e-453e-a3a8-436ca485fb51,224,224
heart,112,50,70,97,9576b42f-84a6-41b2-8b0f-75f867fcbc38,224,224
heart,85,54,87,88,02f6ab3b-7793-4d67-87e3-868911a399b7,224,224
heart,91,68,89,94,accb6393-d91e-4350-bd8d-bd7c0880edff,224,224
heart,101,65,60,84,571d877a-4c56-4400-90ba-8fbda622daf2,224,224
heart,96,74,60,67,980e649b-6fac-40a2-978b-b12685a18602,224,224
heart,104,27,67,99,99fa243e-5d53-4d28-bef6-b3cec2d2bc7f,224,224
heart,104,56,96,111,e53ff4d0-6e02-4cce-a93f-f4a4361d582c,224,224
heart,92,67,75,81,c7cea557-31d9-42a6-8177-4a0e4b8ec7c4,224,224
heart,78,67,98,103,877c4b8a-4ed8-40a0-bb93-ab28473adffa,224,224
heart,111,67,70,96,7034257a-0feb-4ec7-9401-931910086d03,224,224
heart,78,73,93,106,4db6986d-c092-4c1a-957a-6149d8a91d7c,224,224
heart,92,72,90,95,9d479721-da17-4800-a1a4-4da43d1a206d,224,224
heart,85,60,88,93,9f9ec9da-d808-45c2-a8b8-a3652c9e06e5,224,224
heart,108,83,47,75,6067a125-b3e5-4723-bc09-0d502ade3894,224,224
heart,77,56,85,102,5557e72e-07cc-4279-8912-2c319937c4f7,224,224
heart,99,48,82,92,5edecee7-9bcb-43b3-9bcf-3f35265d6a6e,224,224
heart,88,50,86,110,a1ba8ac4-4013-4fd4-983b-f7ee58da30a5,224,224
heart,85,68,84,118,96bf8940-55e9-4f6c-9e47-570c27b4ae06,224,224
heart,83,50,85,124,cc6ea7fd-a005-4cde-8ccc-bf882d75faf6,224,224
heart,87,48,80,73,a99c7f18-a0cd-4632-bbf0-b626ea6e3a43,224,224
heart,80,59,109,98,88eab2fe-0e34-4c90-ad6c-3c7eab376c74,224,224
heart,87,54,73,84,605614b9-394a-43b5-badc-e520df208c75,224,224
heart,87,53,83,93,4b9dced6-3164-4811-bf8c-242400da9ac4,224,224
heart,85,71,81,129,d9171b01-37ee-435c-830d-9cc3bc93e245,224,224
heart,71,71,96,98,513d5e43-2714-4f35-a4af-1947309a1933,224,224
heart,81,44,96,117,d6f224ef-4143-4af7-a164-f7b1ad68e8d9,224,224
heart,77,52,83,103,f9fd2573-c775-4711-ac2c-37ae51e5d345,224,224
heart,89,61,86,96,ac383377-625b-4ff3-96e7-c0702c127b61,224,224
heart,88,68,80,95,8d85ff98-36a9-4763-9238-1fe184b8409e,224,224
heart,82,51,81,89,31bfdeb1-9233-4db2-849f-bb890cd0d397,224,224
heart,85,76,93,87,7d8412d4-306f-4b03-8422-05537fb3eccc,224,224
heart,94,60,80,103,c43ee219-3610-4de4-9b4c-782d90e969fb,224,224
heart,78,52,80,99,400ca4f8-95cc-4c78-acbc-c86ec651ffef,224,224
heart,83,63,69,109,d2442b84-f67b-4d68-8eea-f03e38502330,224,224
heart,96,71,77,88,95b2b0de-de32-43bf-b419-e38be5e238cb,224,224
heart,85,52,91,96,61008b44-a7ce-4870-b8e1-4f6f5c7df4d8,224,224
heart,78,62,98,100,e985a3d8-3e61-4589-9b91-d53dad5d3ee1,224,224
heart,77,58,97,99,615faf3d-7097-4b8a-a131-3b1d29cae868,224,224
heart,84,34,78,65,20e1f3f2-953a-4a8e-b7d3-8db21a4ce933,224,224
heart,87,82,84,97,3c57615b-498d-4d1d-b49e-48c3c9ee60df,224,224
heart,74,52,89,83,62efcd0b-fabd-4057-8ebf-4ea4c960ba1a,224,224
heart,84,73,73,118,ee5ee553-5acf-4dcb-931a-5988fbb9a351,224,224
heart,87,75,96,99,60591229-0e49-4593-9257-25c6fa989616,224,224
heart,110,67,67,110,3d983044-375b-4642-85ce-911e7595b54f,224,224
heart,86,38,71,107,f2b1c859-e2d1-4aa7-a602-c73ef7cac2b3,224,224
heart,92,89,99,95,7c1dfc31-7068-4ec0-b722-8ae490c524ad,224,224
heart,86,80,84,100,d7d90260-5815-4af3-b1cd-7a90bf2fa101,224,224
heart,99,59,91,103,b6200d26-efdf-4175-ac46-63b5da9e4b0c,224,224
heart,79,64,85,88,0422a993-6daa-43b9-aa54-80104541f539,224,224
heart,113,55,62,57,5673f2ae-da70-4301-b2ba-dfb6e9f84085,224,224
heart,72,77,73,91,fbd6b078-cca9-4c7c-8170-af5d714e49bd,224,224
heart,107,69,66,131,cb70436a-d8f1-4e8a-91fb-38062ce35758,224,224
heart,87,54,81,115,b4342a1f-02b6-480d-932c-7a8d924b219f,224,224
heart,78,40,77,84,8b007266-3691-4ac5-af94-79d8fe6f1bd5,224,224
heart,85,62,74,86,dc3d94d8-733d-4bf2-8767-adfb43da2fe6,224,224
heart,82,76,83,114,cb982458-de09-4468-81df-5b4cdb5e891a,224,224
heart,90,54,80,107,a1c7acd5-e958-4a25-9aa9-2b35c6306081,224,224
heart,83,52,104,80,a62f5384-bcb2-4105-804d-7c697bf65c33,224,224
heart,96,61,74,137,6690649e-0fca-456a-8da7-a364b0acde85,224,224
heart,94,71,87,90,89ec20d9-899f-4788-90c8-2f4c936b26b6,224,224
heart,113,62,85,88,7caab92c-816a-4c37-a0e8-ae72e7d04b89,224,224
heart,83,83,91,102,31ab18de-1518-4300-b2f1-4d6278f05ef6,224,224
heart,72,71,68,84,696ce288-318a-4d4e-988b-7fcdb4b0900b,224,224
heart,84,67,84,102,cbbf085a-692d-455a-a068-488af4311d7a,224,224
heart,93,55,80,103,190f704c-8ae7-47aa-9d40-e1435ec90fe2,224,224
heart,84,82,64,98,cf42b86b-5320-4983-9c98-e5a1c925d3f4,224,224
heart,86,45,76,83,ae6a4e67-b0d6-439e-ad05-8f751a8286c5,224,224
heart,102,60,69,90,ca057513-5597-4fe2-8d02-ff8b8b7fa25f,224,224
heart,103,55,82,116,2c96c09b-aaa8-4c07-8e69-c2210f04be2d,224,224
heart,91,60,83,91,7f4294da-5254-4fc1-b603-94711a27c748,224,224
heart,96,72,70,109,da6c861a-4fbd-4c9c-873d-a29411dce36b,224,224
heart,80,62,95,117,eee71ceb-52d2-4d63-acaf-5eab6f8d8932,224,224
heart,92,54,78,83,91450066-9ebf-4ae2-bd26-359d5a59357b,224,224
heart,89,54,88,79,1d9dde4e-97cc-4163-a3d5-8b845ad60ded,224,224
heart,103,79,70,98,a9dfa3f0-d0c9-4ebd-be99-212a823512bd,224,224
heart,87,60,65,102,8e7b6b7f-1efc-48ca-89a8-061c17d51a15,224,224
heart,79,49,77,99,4c550090-ae85-4117-91a2-1c2976c9bc11,224,224
heart,104,74,66,107,4462d405-201b-4d61-868f-6cc8415947f7,224,224
heart,101,55,69,57,cce563f4-a960-409f-9b1d-a7105c419b87,224,224
heart,85,56,85,105,f1dfb6c6-9b3c-490c-b525-9c2c51252c6e,224,224
heart,85,48,69,107,6e6acd52-ef8b-4b63-bd97-8da795cc0233,224,224
heart,87,70,71,82,5352be11-df67-4929-a91a-9412dcb54e2b,224,224
heart,87,56,92,89,c3ce51d2-26b0-4996-aaef-5e4886de4c24,224,224
heart,91,68,75,101,dd9e712f-a027-422e-9ca3-910944b804d9,224,224
heart,81,80,87,83,eaf9e0a5-4d2a-4653-8a3d-5caa60315203,224,224
heart,69,62,103,106,56899133-2a10-471e-93b6-0ac3588aed4d,224,224
heart,82,69,76,90,77c162cc-c628-4a88-8471-bffb87891442,224,224
heart,91,66,95,111,52e17934-ed6b-4dca-9c17-b5537b9547e4,224,224
heart,83,74,97,103,9869ad60-0414-41d3-9b03-6146324adeb9,224,224
heart,60,53,91,106,096783f6-e36c-4625-86bf-4d060a00a3b7,224,224
heart,81,89,84,102,60a7d705-e930-433b-b08e-3a41809af118,224,224
heart,98,73,68,89,b94ef581-b098-4fa2-909f-96f22d6fd446,224,224
heart,87,61,80,89,e5a174a2-d0d1-4788-a694-600ffa162542,224,224
heart,88,63,71,100,88ccd3cb-bff4-44b8-8b44-81f95e1f925d,224,224
heart,89,67,77,95,a3d252ca-0faa-42ca-82db-fb199b26cae1,224,224
heart,90,58,80,103,d4c8e2cd-9348-419f-91d0-524e6373d028,224,224
heart,85,57,76,106,9d487748-1f51-48aa-afdc-a6225be8bdba,224,224
heart,91,59,73,104,47967829-ae4e-49db-bdc8-07112fe86862,224,224
heart,95,56,66,93,d0183e7f-16b5-4dec-9190-2141bc78f683,224,224
heart,80,80,83,88,f363306d-1c02-4182-9118-17e28d66d265,224,224
heart,56,52,131,79,1d59c2a1-4ae7-4e61-b336-938f936416b9,224,224
heart,75,73,112,126,c9b33fcc-c1f1-482c-8ef2-12c7cacd46db,224,224
heart,93,86,64,80,cc12cc3f-4aed-4814-a7a1-64651bbeeaa5,224,224
heart,98,60,73,100,bc5260f2-1f64-4b80-8384-f836324c67e9,224,224
heart,77,68,72,93,d1e48d79-d364-44a0-a2d2-c6fe2cee2252,224,224
heart,91,76,75,109,71a17ca6-5e02-41af-9768-6b70349ddd1b,224,224
heart,71,84,93,95,18aef831-82d6-4847-953e-9c06f1e2f5fe,224,224
heart,101,36,73,113,91ea2a5e-e293-4589-81f0-7d6124d20eae,224,224
heart,87,71,86,92,abe39f96-f9ee-4539-a408-c7a623c4d778,224,224
heart,98,69,69,100,f7410d4f-98bc-4a27-8185-b7c9bea83dc4,224,224
heart,88,69,74,93,a76e70fa-0108-4d55-94f8-94e7ff3b652d,224,224
heart,100,71,69,78,8f486c13-cd02-4c32-8b23-8c492cc27cfd,224,224
heart,95,64,73,87,d7308547-72df-4a22-9387-c1a96c8f8e44,224,224
heart,91,74,84,97,c7869ddf-64cb-4640-9b39-8b7ff5668f8e,224,224
heart,76,61,76,90,4bea6d01-164a-4cf1-880f-7d5050481f3a,224,224
heart,85,51,69,112,b406c96d-da7b-4f8e-a9ac-88131cefa21d,224,224
heart,92,77,74,74,7e81879b-66ca-470a-903d-edce8bc7a218,224,224
heart,89,70,81,91,df076110-b59f-496b-9466-e2d30f056111,224,224
heart,87,61,89,105,c3d0505a-4e8e-42d7-b3d7-f9ab077465ec,224,224
heart,92,85,93,96,9309c5ee-d82f-4327-9754-d1173e1b3e32,224,224
heart,99,61,86,86,d3f11cd9-12c4-464c-82fd-d43856533a77,224,224
heart,85,60,105,60,7272f897-9a4e-4474-9c10-d0fb0f020ff9,224,224
heart,96,78,75,117,8ed3380c-44db-4df7-8078-7a47dbdba32a,224,224
heart,84,55,103,128,802e062a-8865-4103-bba9-11dfa5b11367,224,224
heart,96,54,84,120,cb1bf059-6398-45bb-9dc0-5c3c993dfad3,224,224
heart,100,60,54,80,907702e1-0669-4e47-ac16-941ce5a15dca,224,224
heart,93,48,71,75,e1d9d2b3-9050-4759-aecb-2c907e7c3633,224,224
heart,94,68,74,54,f33d80d4-83d0-4f00-ab0e-0f5542ad88d2,224,224
heart,70,89,110,96,589b6a07-9b6d-4945-aa24-658ad0221d60,224,224
heart,93,45,103,92,194c4d98-493d-47f6-92d6-7177de349d43,224,224
heart,97,57,73,115,9c7512df-1d76-4ed9-83f9-2f35482ce48f,224,224
heart,94,59,88,87,dd44751e-c7f5-490e-82dd-6b314061e377,224,224
heart,91,66,79,86,ddd365a4-0c2b-458e-9594-0f496197f9e7,224,224
heart,93,60,60,98,e3f0756c-2ab3-42e6-8a66-ced2ea802548,224,224
heart,81,63,65,90,aa819afb-106c-4d2a-a32e-e9ca8f5d63a6,224,224
heart,75,94,71,85,80dd3324-cea6-47c3-bf7c-45a083f954a0,224,224
heart,87,67,83,83,dc2ab31a-e89a-477f-a0ce-13a37033a551,224,224
heart,89,74,102,91,81dca618-553d-4299-a4a0-e64f764bf69f,224,224
heart,89,58,68,93,9d45a2b7-6457-46c2-97c6-2bed3a214a80,224,224
heart,82,56,70,84,fbd611c7-629b-4f62-a9b2-cc5620627c4d,224,224
